Tarih;Ömerli;Darlik;Elmali;Terkos;B.çekmece;Sazlidere;Alibey;Kazandere;Pabuçdere
4.11.2014;0;0;0;0;0;0;0;0;0
5.11.2014;0;0;0;0;0;0;0;0;0
6.11.2014;0;0;0;0;0;0;0;0;0
7.11.2014;0;0;0;0;0;0;0;0;0
8.11.2014;0;0;0;0;0;0;0;0;0
9.11.2014;0;0;0;0;0;0;0;0;0
10.11.2014;0;0;0;0;0;0;0;0;0
11.11.2014;0;0;0;0;0;0;0;0;0
12.11.2014;0;0;0;0;0;0;0;0;0
13.11.2014;0;0;0;0;0;0;0;0;0
14.11.2014;0,45;0,1;0,46;3,93;4,12;4,77;0,57;9,85;9,73
15.11.2014;0,45;0;0,35;2,16;0,47;0;0,19;9,84;7,94
16.11.2014;0;0;0;1,14;0;0;0,47;7,31;5,62
17.11.2014;0;0;0;0;0;0;0;0;0
18.11.2014;0;0;0;0;0;0;0;0;0
19.11.2014;0;0;0;0;0;0;0;0;0
20.11.2014;15,15;2,03;17,11;18,67;13,45;12,57;19,34;10,24;10,63
21.11.2014;0;0;3,11;0,99;0;0,59;0,18;0,49;0,37
22.11.2014;0;0;1,18;2,27;1,03;0;0;0;0
23.11.2014;0;0;3,71;1,13;0;0;0;0;0
24.11.2014;0;0,42;2,33;1,25;0;0,8;1,3;0;0
25.11.2014;27;22;22,2;26,32;16,91;15,12;20,97;26,38;27,64
26.11.2014;13,49;14,25;5,67;2,63;2,4;3,77;4,71;11,02;11,32
27.11.2014;4,03;9,75;3,45;7,68;0;1,1;7,76;0;0
28.11.2014;0;0;0;5,28;0;0;0;0;0
29.11.2014;0;0;0;0;0;0;0;0;0
30.11.2014;5,08;5,74;6,86;7,54;2,8;5,57;5,78;8,32;8,82
1.12.2014;10,28;10,96;8,34;3,12;7,27;5,57;4,72;2,57;5,01
2.12.2014;0;2,05;0,52;2,14;0,35;0;0;2,8;2,4
3.12.2014;4,3;2,34;2,04;5,67;3;2,58;1,56;12,93;11,34
4.12.2014;0;0;0;0;0;0;0;1,5;0,97
5.12.2014;0;0,35;1,97;0,87;0;0;0;8,8;9,54
6.12.2014;3,33;3,05;1,66;2,14;0;2,8;0,85;2,6;2,1
7.12.2014;8,48;8,54;11,01;8,68;3,4;2,37;0,96;6,13;5,9
8.12.2014;0;0;0;15;1,56;4,56;0;3,3;2,91
9.12.2014;0;0;0;2,77;5,91;0;0;4,19;7,14
10.12.2014;0;0,91;0;1,63;1,9;0;0;1,88;0,57
11.12.2014;2,25;3,46;1,44;1,38;0;1,96;0,18;0,06;0
12.12.2014;1,13;5,06;2,33;5,03;3,8;5,63;5,6;2,35;3,82
13.12.2014;11,75;24,7;7,84;14,36;6,4;7,22;6,9;3,09;3,1
14.12.2014;0;0;0;0;0;0;0;0;0
15.12.2014;0;0;0;0;0;0;0;0;0
16.12.2014;0;0;0;0;0;0;0;0;0
17.12.2014;0;0;0;0;0;0;0;0;0
18.12.2014;0,83;0,34;3,59;8,44;10,73;9,87;5,62;5,32;4,4
19.12.2014;0;0;0;0;0;0;0;0;0
20.12.2014;0;0;0;0;0;0;0;0;0
21.12.2014;0;0;0;0;0;0;0;0;0
22.12.2014;12,98;10,25;7,72;4,03;4,33;5,53;6,4;0,89;0,98
23.12.2014;0;0;0;0;0;0;0;0;0
24.12.2014;0;0;0;0;0;0;0;0;0
25.12.2014;0;0;0;0;0;0;0;0;0
26.12.2014;0;0;0;0;0;0;0;0;0
27.12.2014;8,95;3,75;15,36;15,75;8,95;5,95;3,72;13,62;13,72
28.12.2014;7,2;6,76;7;0,8;3,9;1,06;4;0,47;0
29.12.2014;2,73;2,04;1,87;4,27;1,18;2,63;1,63;17,84;15,81
30.12.2014;28,78;27,88;19,28;14,59;8,1;8;14;5,52;5,72
31.12.2014;19,43;36,38;7,81;6,15;6,37;15,54;13,85;8,2;7,9
1.01.2015;18,63;34,09;26,55;17,88;22,31;32,89;50,95;22,26;23,63
2.01.2015;5,18;14,76;2,03;0,99;0;0;0;0;0
3.01.2015;0;0;0;0;0;0;0;0;0
4.01.2015;0;0;0;0;0;0;0;0;0
5.01.2015;16,4;22,09;14,48;8,19;4,14;0,86;9,55;0,45;0,6
6.01.2015;2,03;0,9;0,46;3,52;5,1;0;0;1,04;1,31
7.01.2015;7,18;2,14;2,09;0,68;0;1,03;1,56;0;0
8.01.2015;0;2,43;0;0;0;0;4,2;0;0
9.01.2015;0;3,83;0;0;0;0;0;0;0
10.01.2015;0;0;0;0;0;0;0;0;0
11.01.2015;5,4;5,63;7,31;2,28;4,5;3;5,79;0;0
12.01.2015;2,03;3,91;0,79;13,19;0;0,5;1,06;16,03;17,02
13.01.2015;38,08;46,98;37,64;20,79;21,37;20,24;33,91;15,42;15,72
14.01.2015;0;0;0;0;0;0;0;0;0
15.01.2015;0;0;0;0;0;0;0;0;0
16.01.2015;0;0;0;0;0;0;0;0;0
17.01.2015;0;0;0;0;0;0;0;0;0
18.01.2015;0;0;0;0;0;0;0;0;0
19.01.2015;0;0;0;0;0;0;0;0;0
20.01.2015;0;0;0;0;0;0;0;0;0
21.01.2015;0;0;0;0;0;0;0;0;0
22.01.2015;0;0;0;0;0;0;0;0;0
23.01.2015;0;0;0;0;0;0;0;0;0
24.01.2015;0;0;0;0;0;0;0;0;0
25.01.2015;0;0;0;1,13;0;0;0;1,59;1,78
26.01.2015;0;0;0;0;0;0;0;4,5;3,9
27.01.2015;0;0,51;1,62;4,15;4,11;0,82;1,56;0,96;1,29
28.01.2015;12,35;5,43;13,6;23,42;17,19;17,57;11,43;15,3;12
29.01.2015;4,9;5,15;4,34;6,55;2,5;3,63;5,3;6,51;6,52
30.01.2015;0;0;0;0;0;0;0;0;0
31.01.2015;0;0;0;1,38;0;0;0;0;0
1.02.2015;0;0;0;2,03;0;0;0,19;8,15;9,54
2.02.2015;0;0,42;2,66;23,05;9,39;6,74;4,8;60;63,7
3.02.2015;37,98;38,69;41,6;13,25;22,61;32,3;31,2;0;0
4.02.2015;0,8;1,02;0,96;5,66;0,64;3,14;2,16;0;0
5.02.2015;0,85;0;1,95;0,75;0;0;0,37;0;0,79
6.02.2015;0;0;0;0;0;0;0;0;0
7.02.2015;1,25;0,1;2,65;6,17;5,57;3,17;2,16;9,14;6,42
8.02.2015;0,55;3,34;0,53;1,12;0;3,14;0,19;0;0
9.02.2015;11,55;15,07;12,46;8,67;14,68;15,01;12,83;3,58;2,8
10.02.2015;8,1;10,07;4,93;1,36;1;1,33;6;4,16;2,92
11.02.2015;10,33;2,84;5,29;4,77;13,6;10,9;9,55;3;2,91
12.02.2015;7,1;8,75;6,45;1,09;1,1;4,53;8,72;0;0
13.02.2015;10,1;13,95;10,2;3,5;1,9;2,7;5,5;0,7;0,6
14.02.2015;1,35;2,93;1,47;1,76;1,96;3,12;3,2;11,58;13,12
15.02.2015;1,33;7,15;1,11;3,89;1,4;0;1,9;0;1,31
16.02.2015;2,53;7,14;3,06;8,2;1,51;3,55;4,03;6,2;4,92
17.02.2015;4,5;5,91;3,31;1,75;2,1;3,06;8,57;11,24;12,54
18.02.2015;2,3;9,55;1,61;1,77;2,72;4,35;2,34;1,13;1,2
19.02.2015;10,5;11,05;7,4;6,1;2;3,4;5,99;0;0
20.02.2015;11,33;1,44;12,96;16,24;9,83;16,09;14,61;0;0
21.02.2015;17,23;2,85;4,64;4,02;1,01;3,62;2,19;0;0,38
22.02.2015;0;0;0;0;0;0;0;0;0
23.02.2015;0;0;0;0;0;0;0;0;0
24.02.2015;5,08;3,25;4,62;5,78;10,03;8,8;6,6;7,1;9,03
25.02.2015;0;0,62;0,54;1,24;0;0;0,7;0;0
26.02.2015;0;0;0;0;0;0;0;0;0
27.02.2015;0;0;0;0;0;0;0;0;0
28.02.2015;0,45;7,46;6,61;0,62;2,18;2,47;4,63;0;0
1.03.2015;0;1,5;0;0,63;0,77;0;0;0;0
2.03.2015;0;0;0;0;0;0;0;0;0
3.03.2015;0;0;0;0;0;0;0;0;0
4.03.2015;4,43;3,05;6,74;8,82;4,02;4,95;4,73;0;0
5.03.2015;0;0;0;0;0;0;0;0;0
6.03.2015;0;0;0;0;0;0;0;0;0
7.03.2015;0;0;0;0;0;0;0;1,68;2,19
8.03.2015;0;0;0;0;0;0;0;0;0
9.03.2015;0;0;0;1,32;0;0;0;0;0
10.03.2015;0;0;0;0;0;0;0;0;0
11.03.2015;0;0;0;0;0;0;0;0;0
12.03.2015;0;0;0;0;0;0;0;0;0
13.03.2015;0;0;0;0;0;0;0;0;0
14.03.2015;0,33;2,7;1,14;2,51;1,5;1,3;2,5;0;0
15.03.2015;7,35;4,44;4,51;11,97;12,2;11,92;7,89;30,93;11,73
16.03.2015;1,15;1,12;1,2;2,89;5,5;1,05;2,4;8,24;5,33
17.03.2015;0;0;0;0;0;0;0;0;0
18.03.2015;0;0;0;0;0;0;0;0;0
19.03.2015;0;0;0;0;0;0;0;0;0
20.03.2015;0;0;0;0;0;0;0;0;0
21.03.2015;7,2;16,47;7,68;6,65;1,38;1,66;4,17;1,7;1,35
22.03.2015;6,7;8,46;6,29;1,64;2,5;0,7;3,53;0,33;0,3
23.03.2015;0;0;0;0;0;0;0;0;0
24.03.2015;0;0;0;0;0,78;0;0;0;0
25.03.2015;0;0;0;0;0;0;0;0;0
26.03.2015;0;0;0;0;0;0;0;0;0
27.03.2015;2,45;1,94;2,19;3,92;2,87;2,37;1,87;3,59;3,82
28.03.2015;3,14;3,26;3,65;5,92;3,59;6,29;1,18;6,22;3,91
29.03.2015;1,25;0,44;6,04;2,03;4,81;4,32;4,24;1,47;1,5
30.03.2015;0;0;0,65;2,42;0;0;0;0,88;0,9
31.03.2015;1,03;1,94;1,16;1,4;0,45;0;1,4;0;0,49
1.04.2015;4,2;4,15;1,8;2,18;1,98;2,12;1,77;0,48;0,79
2.04.2015;15,33;13,87;15,39;14,28;5,63;8,24;9,27;6,61;6,22
3.04.2015;0;2,16;0;0;0;0;0;0;0
4.04.2015;3,15;3,25;3,66;1,28;0;0;0;0;0
5.04.2015;3,15;0;0;1,31;0;0;0;0;0
6.04.2015;3,13;0;0;0;0;0;0;0;0
7.04.2015;24,6;18,3;24,87;45,53;27,17;27,91;24,4;40,81;42,93
8.04.2015;1,73;2,34;4,73;1,81;0;1,44;0,18;0;0
9.04.2015;0;0;0;0;0;0;0;0;0
10.04.2015;29,38;34,3;11,29;3,19;1,22;2,76;3,14;0,46;0,58
11.04.2015;0;0;0;0;0;0;0;0;0
12.04.2015;0;0;0;0;0;0;0;0;0
13.04.2015;0;0;0;0;0;0;0;0;0
14.04.2015;0;0;0;0;0;0;0;0;0
15.04.2015;0;0;1,06;0;3,18;0,39;0,37;0;0
16.04.2015;0;0;0;0;0;0;0;0;0
17.04.2015;0;0;0;0;0;0;0;0;0
18.04.2015;0;0;0;0;0;0;0;0;0
19.04.2015;0;0,09;0;0;0;0;0;0;0
20.04.2015;4,15;2,84;0,56;3,18;0;0,62;0,16;7,92;8,94
21.04.2015;0;0;0;0;0;0;0;0;0
22.04.2015;0,79;4,43;0,78;0,79;0;0;0,88;2,16;2,51
23.04.2015;4,4;5,53;6,79;3,68;3,69;2,27;5,7;0;0
24.04.2015;0;1,13;0;0;0,6;0;0,87;0;0
25.04.2015;0;0;0;0;0;0;0;0;0
26.04.2015;0;4,5;1,96;1,16;1;0;0;0;0
27.04.2015;0;0;0;0;0;0;0;10,76;18,54
28.04.2015;0;0;0;0;0;0;0;0;0
29.04.2015;0;0;0;0;0;0;0;0;0
30.04.2015;0;0;1,57;14,52;14,14;2,05;1,5;4,5;5,7
1.05.2015;0;0;0;0;0;0;0;0;0
2.05.2015;0;0;0;0;0;0;0;0;0
3.05.2015;1,75;2,44;1,29;2,93;2,85;1,22;0,98;1,12;1,24
4.05.2015;0,35;0,73;2,46;1,18;9,32;1,68;8,1;0;0
5.05.2015;0;0;0;0;0;0;0;0;0
6.05.2015;0;0;0;0;0;0;0;0;0
7.05.2015;0;0;0;0;0;0;0;0;0
8.05.2015;11,48;5,83;19,32;13,03;21,84;10,78;19,74;9;9,8
9.05.2015;14,2;17,79;11,78;20,28;11,08;10,05;9,29;4,1;1,9
10.05.2015;0;0;0,09;0;0;0;0;0;0
11.05.2015;0;0;0;0;0;0;0;0;0
12.05.2015;0;0;0;0;0;0;0;0;0
13.05.2015;0;0;0;0;0;0;0;0;0
14.05.2015;0;0;0;0;0;0;0;0;0
15.05.2015;0;0;0;0;0;0;0;0;0
16.05.2015;0;0;0;0;0;0;0;0;0
17.05.2015;0;0;0;0;0;0;0;0;0
18.05.2015;0;0;0;0;0;0;0;0;0
19.05.2015;0;0;0;0;0;0;0;0;0
20.05.2015;0;0;0;0;0;0;0;0;0
21.05.2015;0;0,62;0;0;0;0;0,21;0;0
22.05.2015;0;0;0;0;0;0;0;0;0
23.05.2015;0;0;0;0;0;0;0;0;0
24.05.2015;0;0;0;0;0;0;0;0;0
25.05.2015;0;0;0;0;0;0;0;0;0
26.05.2015;0;0;0;0;0;0;0;0;0
27.05.2015;0;0;0;0;0;0;0;0;0
28.05.2015;10,15;1,22;3,54;1,7;0,73;6;1,2;11;13
29.05.2015;0;3,14;0;3,19;0;0;0;0;0
30.05.2015;0;0;0;0;0;0;0;0;0
31.05.2015;0;0;0;0;0;0;0;0;0
1.06.2015;0;0;0;0;0;0;0;0;0
2.06.2015;0;0;0;0;0;0;0;0;0
3.06.2015;0;0;0;0;0;0;0;0;0
4.06.2015;0;0;0;0;0;0;0;0;0
5.06.2015;0;0;0;0;0;0;0;0;0
6.06.2015;3,08;13,76;16,02;1,16;2,15;3,84;7,6;0,5;0
7.06.2015;5;19,11;6,77;2,18;5,29;4,5;5,62;1,7;0,4
8.06.2015;0,43;2,1;0;2,19;0;0;0,38;0;0
9.06.2015;0,75;4,44;7,43;1,54;1,84;2,32;4,15;2,3;2,7
10.06.2015;0;0;0;0;0;0;0;0;0
11.06.2015;0;0;0;0;0;0;0;0;0
12.06.2015;0;0;0;0;0;0;0;0;0
13.06.2015;0;0;0;0;0;0;0;0;0
14.06.2015;0;0;0;0;0;0;0;0;0
15.06.2015;0;0;0;0;0;0;0;0;0
16.06.2015;0;0;0;0;0;0;0;0;0
17.06.2015;3,78;2,64;5,53;15,6;3,76;1,4;3;5,76;5,1
18.06.2015;0;2,64;0;0,79;1,6;0;0,23;14,61;18
19.06.2015;7,5;10,86;6,6;4,19;4;3,26;8,03;121,08;83,5
20.06.2015;0,55;9,66;20,45;2,46;0;0;1,88;0;0
21.06.2015;0;0;0;0;0;0;0;0;0
22.06.2015;0;5,04;0;0;0;0;0;0;0
23.06.2015;19,18;5,14;0,96;0,68;0,32;0;0,3;0;0
24.06.2015;0;1,23;5,26;0;0;0;0;0;0
25.06.2015;0;0;0;0;0;0;0;0;0
26.06.2015;0;0;0;0;0;0;0;0;0
27.06.2015;0;0;0;0;0;0;0;0;0
28.06.2015;0;0;0;0,67;0;0;7,15;0;0
29.06.2015;0;0;0;0;0;0;0;0;0
30.06.2015;0;0;0;0;0;0;0;0;0
1.07.2015;0;0;0;0;0;0;0;0;0
2.07.2015;0;0;0;0;0;0;0;0;0
3.07.2015;0;0;0;0;0;0;0;0;0
4.07.2015;0;1,42;1,21;0,67;0;0;0;10,76;12,2
5.07.2015;0;1,43;0;1,18;0;0;0;1,2;2,1
6.07.2015;0;0;0;2,2;0;6,4;0,22;0;0
7.07.2015;0;0;0;0;0;0;0;0;0
8.07.2015;0;0;0;0;0;0;0;0;0
9.07.2015;0;0;0;0;0;0;0;0;0
10.07.2015;0;0;0;0;0;0;0;0;0
11.07.2015;6,78;10,35;0;0;0;0;0;0;0
12.07.2015;0;0;0;0;0;0;0;0;0
13.07.2015;0;0;0;0;0;0;0;0;0
14.07.2015;0;0;0;0;0;0;0;0;0
15.07.2015;0;0;0;0;0;0;0;0;0
16.07.2015;0;0;0;0;0;0;0;0;0
17.07.2015;0;0;0;0;0;0;0;0;0
18.07.2015;0;0;0;0;0;0;0;0;0
19.07.2015;0;0;0;0;0;0;0;0;0
20.07.2015;0;0;0;0;0;0;0;0;0
21.07.2015;0;0;0;0;0;0;0;0;0
22.07.2015;0;0;0;0;0;0;0;0;0
23.07.2015;0;0;0;0;0;0;0;0;0
24.07.2015;0;0;0;0;0;0;0;0;0
25.07.2015;0;0;0;0;0;0;0;0;0
26.07.2015;0;0;0;0;0;0;0;0;0
27.07.2015;0;0;0;0;0;0;0;0;0
28.07.2015;0;0;0;0;0;0;0;0;0
29.07.2015;0;0;0;0;0;0;0;0;0
30.07.2015;0;0;0;0;0;0;0;0;0
31.07.2015;0;0;0;0;0;0;0;0;0
1.08.2015;0;0;0;0;0;0;0;0;0
2.08.2015;1,93;0;1,66;0,69;0;0;3,22;0;0
3.08.2015;0;0;0;0;0;0;0;0;0
4.08.2015;0;0;0;0;0;0;0;0;0
5.08.2015;0;0;0;0;0;0;0;0;0
6.08.2015;0;0;0;0;0;0;0;0;0
7.08.2015;0;0;0;0;0;0;0;0;0
8.08.2015;0;0;0;0;0;0;0;0;0
9.08.2015;0;0;0;0;0;0;0;0;0
10.08.2015;0;0;0;0;0;0;0;0;0
11.08.2015;0;0,44;28,21;0;3,13;0;0;0;0
12.08.2015;0;0;0;0;0;0;0;0;0
13.08.2015;0;0;0;0;0;0;0;0;0
14.08.2015;0;0;0;0;0;0;0;0;0
15.08.2015;0;0;0;0;0;0;0;0;0
16.08.2015;0;0;0;0;0;0;0;0;0
17.08.2015;0;0;0;0;0;0;0;0;0
18.08.2015;0;0;0;0;0;0;0;0;0
19.08.2015;0;0;0;0;0;0;0;0;0
20.08.2015;0;0;0;0;0;0;0;0;0
21.08.2015;0;0;0;0;0;0;0;18;22,8
22.08.2015;2,46;1,53;1,13;0;0;47,55;0;29,54;24
23.08.2015;17,03;28,79;24,96;3,72;3,9;47,56;7,96;4,88;5,11
24.08.2015;9,53;8,05;10,56;0;0;0;29,94;0;0
25.08.2015;0;0;0;0;0;0;0;0;0
26.08.2015;0;0;0;0;0;0;0;0;0
27.08.2015;0;0;0;0;0;0;0;0;0
28.08.2015;0;0;0;0;0;0;0;0;0
29.08.2015;0;0;0;0;0;0;0;0;0
30.08.2015;0;0;0;0;0;0;0;0;0
31.08.2015;0;0;0;0;0;0;0;0;0
1.09.2015;0;0;0;0;0;0;0;0;0
2.09.2015;0;0;0;0;0;0;0;0;0
3.09.2015;0;0;0;0;0;0;0;0;0
4.09.2015;0;0;0;0;0;0;0;0;0
5.09.2015;0;0;0;0;0;0;0;0;0
6.09.2015;0;0;0;0;0;0;0;0;0
7.09.2015;0;0;0;0;0;0;0;0;0
8.09.2015;0;0;0;0;0;0;0;0;0
9.09.2015;0;0;0;0;0;0;0,24;0;0
10.09.2015;0;0;0;0;0;0;0;0;0
11.09.2015;0;0;0;0;0;0;0;0;0
12.09.2015;0;0;0;0;0;0;0;0;0
13.09.2015;86,85;46,46;82,97;8,93;55,9;1,17;39,65;7,04;6,04
14.09.2015;1,03;3,5;5,19;0;0;0;0,2;0;0
15.09.2015;0;0;0;0;0;0;0;0;0
16.09.2015;0;0;0;0;0;0;0;0;0
17.09.2015;0;0;0;0;0;0;0;0;0
18.09.2015;0;0;0;0;0;0;0;0;0
19.09.2015;0;0;0;0;0;0;0;0;0
20.09.2015;0;0;0;0;0;0;0;0;0
21.09.2015;0;0;0;0;0;0;0;0;0
22.09.2015;0;0;0;0;0;0;0;0;0
23.09.2015;0;2,9;1,11;1,05;0,94;0,39;0;2,04;2
24.09.2015;0;8,35;0,5;12,33;0,2;0,4;1,1;48,26;12,53
25.09.2015;0;0;0;0;0;0;0;5,21;2,3
26.09.2015;0;0;0;0;0;0;0;0;0
27.09.2015;0;0;1,62;0,68;0;0;0;0;0
28.09.2015;0;0;2,02;1,44;0;0;0;0;0
29.09.2015;34,23;6,03;10,45;79,25;64,51;32;31,51;118,05;105
30.09.2015;8;36,57;20,29;21,62;0,56;16,95;12,15;0;0
1.10.2015;1,13;4,03;4,42;1,41;0;0,63;1,65;0;0
2.10.2015;0,93;4,02;0;0,79;0;0;0;0;0
3.10.2015;3,03;17,2;9,42;0;0;0;0;0;0
4.10.2015;0;0;0;0;0;0;0;0;0
5.10.2015;0;0;0;0;0;0;0;0;0
6.10.2015;0;0;0;36,5;0;0;0;0;0
7.10.2015;35,43;15,94;14,8;22,29;11,7;5,37;26,13;3,3;3,4
8.10.2015;0;5,58;5,43;0,92;0,42;7,89;12,85;0;0
9.10.2015;0;2,05;2,41;0,92;0;0;0;0,81;0
10.10.2015;0;0;0;0;0;0;0;0;0
11.10.2015;0;0;0;0;0;0;0;0;0
12.10.2015;19,15;12,84;10,03;12,56;14,33;13,41;12,54;31,09;15
13.10.2015;23,98;6,94;8,19;3,33;2,96;8,08;5,45;5,45;4,8
14.10.2015;0;11,65;1,35;0,67;1,46;0;1,44;0;0
15.10.2015;0;0;0;0;0;0;0;0;0
16.10.2015;0;0;0;0;0;0;0;0;0
17.10.2015;0;0;0;0;0;0;0;0;0
18.10.2015;0;0;0;0;0;0;0;0;0
19.10.2015;0;0;0;0;0;0;0;0;0
20.10.2015;0;0;0;0;0;0;0;0;0
21.10.2015;0;0;0;0,68;4,89;3,11;3,34;1,29;0,33
22.10.2015;10,65;9,84;5,72;12,02;6,56;3,43;3,45;1,68;1,8
23.10.2015;13,35;8,75;7,65;29,95;4,16;11,96;12,74;48,13;32,17
24.10.2015;20,25;36,97;13,75;36,49;11;14,32;14,71;38,37;37,6
25.10.2015;7,13;15,17;3,68;4,33;1,66;2,77;1,66;1,1;0,99
26.10.2015;0;0;0;0;0;0;0;0;0
27.10.2015;0;0;0;0;0;0;0;0;0
28.10.2015;0;0;0;0;0;0;0;0;0
29.10.2015;0;0;0;0;0;0;0;0;0
30.10.2015;0;0;0;0;0;0;0;0;0
31.10.2015;0;0,34;0;3;0;0;0;0;0
1.11.2015;0;0;0;0;0;0;0;0;0
2.11.2015;0;0;0;0;0;0;0;0;0
3.11.2015;0;0;0;0;0;0;0;0;0
4.11.2015;0;0;0;0;0;0;0;0;0
5.11.2015;0;0;0;0;0;0;0;0;0
6.11.2015;0;0;0;0;0;0;0;0;0
7.11.2015;0;0;0;0;0;0;0;0;0
8.11.2015;0;0;0;0;0;0;0;0;0
9.11.2015;0;0;0;0;0;0;0;0;0
10.11.2015;0;0;0;0;0;0;0;0;0
11.11.2015;0;0;0;0;0;0;0;0;0
12.11.2015;0;0;0;0;0;0;0;0;0
13.11.2015;0;0;0;0;0;0;0;0;0
14.11.2015;0;0;0;0;0;0;0;0;0
15.11.2015;0;0;0;0;0;0;0;0;0
16.11.2015;0;0;0;0;0;0;0;0;0
17.11.2015;0;0;0;0;0;0;0;0;0
18.11.2015;0;0;0;0;0;0;0;0;0
19.11.2015;0;0;0;0;0;0;0;0;0
20.11.2015;0;0;0;0;0;0;0;0;0
21.11.2015;0;0;0;0;0;0;0;0;0
22.11.2015;0;0;0;0;0;0;0;0;0
23.11.2015;0;0;0;0;0;0;0;0;0
24.11.2015;0;0;0;0;0;0;0;0;0
25.11.2015;0;0;0;0;0;0;0;0;0
26.11.2015;0;1,02;0;4,34;3,3;4,14;4,89;6,84;0
27.11.2015;2;1,53;3,2;5,6;7,45;3,4;22,6;2,47;2
28.11.2015;2,03;0,73;0;6,72;5,29;3,14;5,9;15,66;16,43
29.11.2015;36,85;19,01;12,51;6,98;10,12;15,1;13,44;15,47;16,42
30.11.2015;0,63;3,54;0;0;0;0;0;0;0
1.12.2015;0;0;0;0;0;0;0;0;0
2.12.2015;0;1,31;0;2,44;0;0;0,19;4,5;3,8
3.12.2015;0,23;3,92;1,61;3,06;0;0,96;1,45;0;3,2
4.12.2015;0;0;0;0;0;0;0;0;0
5.12.2015;0;0;0;0;0;0;0;0;0
6.12.2015;0;0;0;0;0;0;0;0;0
7.12.2015;0;0;0;0;0;0;0;0;0
8.12.2015;0;0;0;0;0;0;0;0;0
9.12.2015;0;0;0;0;0;0;0;0;0
10.12.2015;0;0;0;0;0;0;0;0;0
11.12.2015;0;0,53;1,57;0,67;0;1,49;0;1,18;0
12.12.2015;0,63;1,94;8,29;6,35;0;3,85;3,61;0,89;0
13.12.2015;0;0;0;0;0;0;0;0;0
14.12.2015;0;0;0;0;0;0;0;0;0
15.12.2015;0;0;0;0;0;0;0;0;0
16.12.2015;0;0;0;0;0;0;0;0;0
17.12.2015;4,08;9,65;3,43;4,71;5,02;4,45;5;0;0,32
18.12.2015;3,45;6,03;6,89;1,17;8,12;9,2;9,76;0;0
19.12.2015;0;0,74;0;0;0;0;0;0,02;0,02
20.12.2015;0;0;0;0;0;0;0;0;0
21.12.2015;0;0;0;0;0;0;0;0;0
22.12.2015;0;0;0;0;0;0;0;0;0
23.12.2015;0;0;0;0;0;0;0;0;0
24.12.2015;0;0;0;0;0;0;0;0;0
25.12.2015;0;0;0;0;0;0;0;0;0
26.12.2015;0;0;0;0;0;0;0;0;0
27.12.2015;0;0;0;0;0;0;0;0;0
28.12.2015;0;0;0;0;0;0;0;0;0
29.12.2015;0;0;0;0;0;0;0;0;0
30.12.2015;4,38;6,83;1,28;1,82;0;1,57;2,21;3,68;4
31.12.2015;2,63;11,02;1,35;2,18;1,3;0,52;1,13;0;0
1.01.2016;0,63;6,11;0;1,29;1,96;6,62;0;0;0
2.01.2016;18,48;0,9;8,35;2,93;12,26;7,5;3,9;0,03;0
3.01.2016;1,38;0,9;0,68;4,06;1,65;0;3,19;2,14;0,89
4.01.2016;5,08;5,03;7,33;21,77;5,14;9,93;11;53,67;48,14
5.01.2016;5,08;4,94;4,42;6,17;8,28;4,64;27,88;9,21;8,54
6.01.2016;14,6;8,54;11,33;6,17;1,65;1,09;2,19;2,16;2,4
7.01.2016;1,2;0,33;0,06;1,66;0;0;0;0,88;0
8.01.2016;10,25;6,03;11,78;5,69;4,82;4,93;8,08;6,44;6,85
9.01.2016;0;0;0;0;0;0;0;0;0
10.01.2016;0;0;0;0;0;0;0;0;0
11.01.2016;5,1;1,82;1,84;2,8;3,47;1,85;1,25;0;0
12.01.2016;0;0;0;0;0;0;0;0;0
13.01.2016;17,93;26,07;26,82;24,24;22,6;23,69;27,78;12,38;12
14.01.2016;0,9;4,53;14,89;12,39;4,97;4,74;1,74;14,37;14
15.01.2016;1,03;1,41;0;0;0;0;0;0;0
16.01.2016;0;0;0;0;0;0;0;0;0
17.01.2016;0;0;0;0;0;0;0;0;0
18.01.2016;25,93;32,18;30;38,06;31,05;41,95;19,28;17,27;14,74
19.01.2016;4,78;6,02;1,5;1,66;1,7;3,04;10,12;1,42;1,4
20.01.2016;13,28;1,13;1;4,16;7,26;10,19;0;0;0
21.01.2016;0;0;0;0;0;0;0;0;0
22.01.2016;0;0;0;0;0;0;0;0;0
23.01.2016;1,35;6,97;0,52;2,16;0;0;0;0;0
24.01.2016;1,38;3,73;0;0,63;0;0;0,43;0;0
25.01.2016;2,63;0;1,03;1,25;0;0;0,53;0;0
26.01.2016;0;0;0;0;0;0;0;0;0
27.01.2016;1,63;3,05;6,32;3,66;3,78;3,14;2,49;3,38;3,78
28.01.2016;0;0;0;0;0;0;0;0;0
29.01.2016;0;0;0;0;0;0;0;0;0
30.01.2016;0;0;0;0;0;0;0;0;0
31.01.2016;0;0;0;0;0;0;0;0;0
1.02.2016;0;0;0;0;0;0;0;0;0
2.02.2016;0;0;0;0;0;0;0;0;0
3.02.2016;0;0;0;0;0;0;0;0;0
4.02.2016;0;0;0;0;0;0;0;0;0
5.02.2016;0;0;0;11,21;2,92;2,82;1,03;36,85;34
6.02.2016;43,48;52,83;37,69;45,96;21,5;43,2;59,7;38,2;46,2
7.02.2016;0;0;0;0;0;0;0;0;0
8.02.2016;0;0;0;0;0;0;0;0;0
